Sl No.,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,,,,,,,,,Rand,Sl.No,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,CustSegment,filter_$,,,,,,,
585,7216-EWTRS,Female,YES,Yes,No,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,100.8,100.8,0,,,,,,,,,6495,70,6432-TWQLB,Male,NO,Yes,No,5,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber optic,Month-to-month,Electronic check,85.4,401.1,1,1,1,,,,,,,
5295,3186-BAXNB,Female,NO,No,No,1,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Fiber optic,Month-to-month,Electronic check,91.7,91.7,0,,,,,,,,,2559,71,4484-GLZOU,Female,NO,Yes,No,52,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.05,5624.85,3,3,1,,,,,,,
2859,4201-JMNGR,Female,YES,No,No,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-month,Electronic check,55.8,55.8,0,,,,,,,,,5529,72,9512-UIBFX,Male,NO,Yes,Yes,18,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Mailed check,95.15,1779.95,2,2,0,,,,,,,
3987,0322-YINQP,Male,NO,No,No,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Mailed check,48.55,48.55,0,,,,,,,,,1567,73,5583-SXDAG,Male,NO,Yes,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70,70,0,1,0,,,,,,,
7275,2254-DLXRI,Female,NO,No,No,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Mailed check,79.15,79.15,0,,,,,,,,,9735,74,3488-PGMQJ,Male,YES,No,No,8,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.5,606.55,1,2,1,,,,,,,
9383,9444-JTXHZ,Male,NO,Yes,No,1,Yes,No,No,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,76.2,76.2,0,,,,,,,,,10237,75,3580-REOAC,Male,NO,No,No,10,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),44.85,435.4,1,1,1,,,,,,,
1392,9564-KCLHR,Male,NO,No,No,1,Yes,No,No,Yes,No,No,No,Yes,No,No,DSL,Month-to-month,Mailed check,51.25,51.25,0,,,,,,,,,1957,76,7534-BFESC,Male,YES,No,No,24,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.1,1712.7,2,2,0,,,,,,,
8694,5884-GCYMI,Male,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,69.4,69.4,5,,,,,,,,,1399,77,6390-DSAZX,Female,NO,No,Yes,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,73.6,73.6,0,1,1,,,,,,,
10503,7660-HDPJV,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.2,69.2,0,,,,,,,,,7553,78,8098-LLAZX,Female,YES,No,No,4,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,95.45,396.1,1,1,1,,,,,,,
5393,2967-MXRAV,Male,NO,Yes,Yes,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,18.8,18.8,1,,,,,,,,,9568,79,0265-EDXBD,Male,YES,Yes,No,32,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.9,2303.35,2,3,1,,,,,,,
5658,3946-MHCZW,Male,NO,No,No,1,Yes,No,No,Yes,No,No,Yes,No,No,No,DSL,Month-to-month,Mailed check,50.9,50.9,0,,,,,,,,,4861,80,7563-BIUPC,Male,NO,No,No,5,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,80.6,415.55,1,1,0,,,,,,,
4038,6390-DSAZX,Female,NO,No,Yes,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,73.6,73.6,0,,,,,,,,,6178,81,2321-OMBXY,Female,NO,Yes,Yes,38,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One year,Credit card (automatic),80.3,3058.65,2,3,0,,,,,,,
5947,7216-EWTRS,Female,YES,Yes,No,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,100.8,100.8,0,,,,,,,,,3203,82,2840-XANRC,Male,YES,Yes,No,24,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,93.15,2231.05,2,2,0,,,,,,,
1876,8779-QRDMV,Male,YES,No,No,1,No,No phone service,Yes,Yes,No,No,Yes,No,No,Yes,DSL,Month-to-month,Electronic check,39.65,39.65,2,,,,,,,,,4752,83,5020-ZSTTY,Female,YES,No,No,54,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One year,Bank transfer (automatic),82.45,4350.1,2,3,1,,,,,,,
7951,5797-APWZC,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,90.6,90.6,6,,,,,,,,,5885,84,5804-LEPIM,Female,YES,No,No,2,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.35,139.05,0,1,0,,,,,,,
7234,4988-IQIGL,Male,YES,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.35,75.35,0,,,,,,,,,10447,85,0122-OAHPZ,Female,NO,No,No,7,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,73.85,511.25,1,2,0,,,,,,,
7505,4201-JMNGR,Female,YES,No,No,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-month,Electronic check,55.8,55.8,0,,,,,,,,,5355,86,2868-SNELZ,Female,NO,No,No,2,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Mailed check,80.6,155.8,0,1,0,,,,,,,
2354,1612-EOHDH,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45.15,45.15,4,,,,,,,,,7366,87,4322-RCYMT,Male,NO,Yes,Yes,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,One year,Bank transfer (automatic),75.8,5293.95,3,3,0,,,,,,,
10362,9248-OJYKK,Male,YES,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.45,76.45,0,,,,,,,,,3382,88,6680-NENYN,Female,NO,No,No,43,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Two year,Electronic check,104.6,4759.85,3,3,1,,,,,,,
5834,9300-RENDD,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,79.95,79.95,0,,,,,,,,,3088,89,1343-EHPYB,Male,NO,Yes,No,63,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,103.4,6603,6,3,1,,,,,,,
2111,9448-REEVD,Male,NO,Yes,No,1,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),44.7,44.7,0,,,,,,,,,7228,90,2034-GDRCN,Female,NO,No,No,2,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,90.4,168.2,6,1,0,,,,,,,
2947,2777-PHDEI,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,78.05,78.05,0,,,,,,,,,7346,91,0219-YTZUE,Male,NO,Yes,Yes,4,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),84.8,371.9,1,1,1,,,,,,,
9277,4614-NUVZD,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,81.1,81.1,0,,,,,,,,,2176,92,0623-IIHUG,Female,YES,No,No,21,No,No phone service,Yes,Yes,Yes,No,No,No,Yes,No,DSL,Month-to-month,Electronic check,41.9,840.1,1,2,0,,,,,,,
1974,7989-CHGTL,Male,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.6,19.6,1,,,,,,,,,10393,93,4572-DVCGN,Female,NO,No,No,10,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),80.25,846,1,2,1,,,,,,,
2898,6372-RFVNS,Female,NO,Yes,No,1,Yes,No,No,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,78.8,78.8,0,,,,,,,,,3921,94,9057-MSWCO,Male,YES,Yes,No,27,No,No phone service,No,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),30.75,805.1,1,2,1,,,,,,,
1204,1069-XAIEM,Female,YES,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,85.05,85.05,0,,,,,,,,,4317,95,1010-DIAUQ,Male,NO,No,No,5,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),96.5,492.55,1,2,1,,,,,,,
878,9124-LHCJQ,Female,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Mailed check,85.45,85.45,0,,,,,,,,,1924,96,0259-GBZSH,Male,NO,No,No,2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,85.65,181.5,0,1,0,,,,,,,
6442,4749-VFKVB,Female,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,50.1,50.1,0,,,,,,,,,2207,97,9601-BRXPO,Female,NO,Yes,No,25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),104.95,2566.5,2,3,1,,,,,,,
8762,6653-CBBOM,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.3,70.3,0,,,,,,,,,9953,98,6905-NIQIN,Male,NO,No,No,1,Yes,No,No,Yes,No,Yes,No,No,No,No,DSL,Month-to-month,Mailed check,50.65,50.65,0,1,0,,,,,,,
2586,4826-XTSOH,Male,YES,Yes,No,1,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,86.05,86.05,0,,,,,,,,,711,99,5167-ZFFMM,Male,NO,No,No,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Credit card (automatic),90.85,90.85,6,1,0,,,,,,,
2181,6358-LYNGM,Male,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.9,74.9,0,,,,,,,,,7400,100,4895-TMWIR,Male,YES,Yes,No,11,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.95,214.75,0,1,0,,,,,,,
8958,3976-NLDEZ,Male,NO,No,No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.6,20.6,3,,,,,,,,,377,101,0533-BNWKF,Female,YES,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,85.45,4874.7,3,3,0,,,,,,,
5470,8375-DKEBR,Female,YES,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.6,69.6,5,,,,,,,,,2351,102,6599-CEBNN,Female,NO,No,No,34,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Credit card (automatic),73.95,2524.45,2,3,1,,,,,,,
3348,1794-HBQTJ,Female,NO,No,No,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),48.6,48.6,0,,,,,,,,,8771,103,0979-PHULV,Male,NO,Yes,Yes,69,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.45,7007.6,4,3,0,,,,,,,
1088,5597-GLBUC,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Fiber optic,Month-to-month,Electronic check,85.45,85.45,0,,,,,,,,,9486,104,4800-VHZKI,Female,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.9,19.9,1,1,0,,,,,,,
1032,3871-IKPYH,Male,YES,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.1,69.1,0,,,,,,,,,9176,105,7989-CHGTL,Male,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.6,19.6,1,1,1,,,,,,,
407,4237-RLAQD,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,45.85,45.85,0,,,,,,,,,1815,106,0334-GDDSO,Male,YES,No,No,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,81.35,233.7,0,1,0,,,,,,,
523,9828-AOQLM,Female,NO,Yes,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45.7,45.7,4,,,,,,,,,7150,107,0578-SKVMF,Female,NO,Yes,Yes,22,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,83.3,1845.9,2,2,0,,,,,,,
9417,4797-AXPXK,Female,NO,No,Yes,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,DSL,Month-to-month,Electronic check,60,60,0,,,,,,,,,5990,108,5564-NEMQO,Female,YES,No,No,1,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),75.3,75.3,0,1,1,,,,,,,
6831,6032-IGALN,Female,NO,No,No,1,No,No phone service,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,25.1,25.1,2,,,,,,,,,6028,109,9063-ZGTUY,Female,NO,Yes,Yes,61,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.4,1182.55,1,2,1,,,,,,,
6697,2576-HXMPA,Female,NO,No,No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Credit card (automatic),19.55,19.55,1,,,,,,,,,4040,110,2957-LOLHO,Male,NO,No,No,12,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Bank transfer (automatic),45.4,518.9,1,2,1,,,,,,,
8215,7434-SHXLS,Female,NO,No,No,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.9,20.9,3,,,,,,,,,7210,111,7752-XUSCI,Female,NO,No,No,60,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.9,6396.45,3,3,1,,,,,,,
10755,1471-GIQKQ,Female,NO,No,No,1,Yes,No,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,49.95,49.95,0,,,,,,,,,10078,112,4110-PFEUZ,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,69.55,69.55,5,1,0,,,,,,,
1967,6905-NIQIN,Male,NO,No,No,1,Yes,No,No,Yes,No,Yes,No,No,No,No,DSL,Month-to-month,Mailed check,50.65,50.65,0,,,,,,,,,4538,113,0256-LTHVJ,Female,NO,Yes,Yes,28,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,81.05,2227.1,2,2,0,,,,,,,
6650,9747-DDZOS,Female,NO,No,No,1,Yes,No,No,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),73.5,73.5,0,,,,,,,,,7202,114,0880-TKATG,Male,NO,Yes,Yes,4,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.15,385.9,1,1,1,,,,,,,
8717,4855-SNKMY,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,44.1,44.1,0,,,,,,,,,3305,115,3811-VBYBZ,Male,NO,No,No,7,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,99.8,673.25,1,2,1,,,,,,,
1681,8073-IJDCM,Female,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.3,20.3,3,,,,,,,,,4140,116,4640-UHDOS,Female,NO,Yes,Yes,13,Yes,No,No,Yes,No,No,No,No,No,Yes,DSL,Month-to-month,Electronic check,55.95,734.35,1,2,0,,,,,,,
4424,1536-HBSWP,Female,NO,No,No,1,Yes,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-month,Electronic check,49.9,49.9,0,,,,,,,,,2521,117,3583-EKAPL,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,Yes,DSL,Month-to-month,Electronic check,55,55,0,1,0,,,,,,,
2366,4193-ORFCL,Female,YES,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,45.1,45.1,4,,,,,,,,,9063,118,9399-APLBT,Female,NO,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.7,74.7,0,1,1,,,,,,,
7290,7594-RQHXR,Female,NO,No,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,79.6,79.6,0,,,,,,,,,7548,119,2359-KMGLI,Male,NO,No,No,24,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,80.25,1861.5,2,2,0,,,,,,,
2622,5696-QURRL,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,45.05,45.05,4,,,,,,,,,9087,120,0306-JAELE,Male,NO,No,No,5,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,96.1,453.4,1,1,1,,,,,,,
8698,7853-GVUDZ,Female,NO,Yes,Yes,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Credit card (automatic),20.15,20.15,3,,,,,,,,,6886,121,6227-HWPWX,Female,NO,No,Yes,15,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),69,994.8,1,2,0,,,,,,,
2856,9136-ALYBR,Male,NO,No,No,1,No,No phone service,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,24.45,24.45,3,,,,,,,,,4317,122,0447-BEMNG,Female,NO,Yes,No,48,No,No phone service,Yes,Yes,Yes,No,Yes,No,No,Yes,DSL,Month-to-month,Bank transfer (automatic),45.3,2145,2,2,0,,,,,,,
32,3091-FYHKI,Male,NO,No,No,1,No,No phone service,Yes,Yes,No,No,No,No,No,Yes,DSL,Month-to-month,Electronic check,35.45,35.45,2,,,,,,,,,10636,123,5949-XIKAE,Female,NO,Yes,Yes,8,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,83.55,680.05,1,2,1,,,,,,,
3003,9019-QVLZD,Female,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,79.55,79.55,0,,,,,,,,,8664,124,8372-JUXUI,Male,NO,No,Yes,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.35,74.35,0,1,0,,,,,,,
7922,6917-IAYHD,Male,NO,No,Yes,1,No,No phone service,No,No,No,Yes,No,Yes,No,No,DSL,Month-to-month,Mailed check,33.6,33.6,2,,,,,,,,,2852,125,0388-EOPEX,Female,NO,Yes,No,2,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.4,139.4,0,1,0,,,,,,,
3116,8740-CRYFY,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,78.95,78.95,0,,,,,,,,,2138,126,8205-OTCHB,Male,NO,No,No,22,No,No phone service,Yes,Yes,No,Yes,Yes,No,No,Yes,DSL,One year,Bank transfer (automatic),43.75,903.6,1,2,0,,,,,,,
2944,7665-TOALD,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.6,69.6,5,,,,,,,,,6304,127,6235-VDHOM,Female,YES,No,No,5,No,No phone service,No,Yes,No,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,28.45,131.05,0,1,1,,,,,,,
7275,2254-DLXRI,Female,NO,No,No,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Mailed check,79.15,79.15,0,,,,,,,,,6324,128,7783-YKGDV,Female,NO,No,No,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),99.7,1238.45,1,2,0,,,,,,,
10127,1963-VAUKV,Female,NO,No,No,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.4,20.4,1,,,,,,,,,1534,129,5609-CEBID,Female,YES,No,No,20,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Fiber optic,Month-to-month,Electronic check,94.1,1782.4,2,2,1,,,,,,,
6627,7409-KIUTL,Female,YES,No,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,71,71,2,,,,,,,,,9048,130,7218-HKQFK,Male,NO,Yes,No,2,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,94.2,167.5,6,1,0,,,,,,,
8202,4603-JANFB,Male,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.85,69.85,0,,,,,,,,,9599,131,4636-QRJKY,Female,NO,Yes,Yes,6,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber optic,Month-to-month,Electronic check,80.5,502.85,4,2,1,,,,,,,
3105,4211-MMAZN,Male,NO,No,No,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.25,20.25,3,,,,,,,,,4039,132,5956-VKDTT,Female,YES,Yes,No,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.35,334.8,1,1,0,,,,,,,
305,0107-WESLM,Male,NO,No,No,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Electronic check,19.85,19.85,4,,,,,,,,,8171,133,9412-GHEEC,Male,NO,No,No,40,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),104.8,4131.95,2,3,0,,,,,,,
3611,1031-IIDEO,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.85,70.85,0,,,,,,,,,8244,134,0257-ZESQC,Female,YES,Yes,No,27,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),75.2,1929.35,2,2,1,,,,,,,
1648,3296-SILRA,Female,YES,Yes,No,1,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Mailed check,76.4,76.4,0,,,,,,,,,10749,135,6825-UYPFK,Female,NO,No,No,23,Yes,Yes,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),75.6,1758.6,2,2,0,,,,,,,
3733,1122-JWTJW,Male,NO,Yes,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,70.65,70.65,0,,,,,,,,,6775,136,8397-MVTAZ,Male,NO,Yes,No,34,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,100.05,3480,2,3,1,,,,,,,
7618,7359-PTSXY,Male,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,45.75,45.75,4,,,,,,,,,8383,137,9282-IZGQK,Female,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,85,85,0,1,1,,,,,,,
1629,4847-QNOKA,Female,NO,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Bank transfer (automatic),44.9,44.9,0,,,,,,,,,10021,138,1342-JPNKI,Male,NO,No,No,10,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Bank transfer (automatic),86.05,834.1,1,2,1,,,,,,,
5073,1768-ZAIFU,Female,YES,No,No,1,No,No phone service,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,25.2,25.2,2,,,,,,,,,4101,139,2817-NTQDO,Male,NO,No,No,13,No,No phone service,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,Month-to-month,Credit card (automatic),45.55,597,1,2,1,,,,,,,
7234,4988-IQIGL,Male,YES,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,75.35,75.35,0,,,,,,,,,574,140,6986-IJDHX,Male,NO,Yes,Yes,39,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Fiber optic,Month-to-month,Mailed check,86.3,3266,2,3,0,,,,,,,
